policy,kind,seed_label,scenario_seed,reward,waiting_mean,queue_mean,phase_switches,steps
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7019,-415.60000000000025,5.633333333333334,1.4,27,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7020,-730.6000000000003,9.7,2.6166666666666667,29,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7021,-364.50000000000006,4.816666666666666,1.3666666666666667,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7022,-719.4000000000003,9.55,2.55,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7023,-625.4000000000001,8.35,2.15,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7024,-699.1000000000001,9.45,2.3833333333333333,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7025,-730.3000000000003,9.733333333333333,2.5833333333333335,26,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7026,-381.60000000000014,5.1,1.4666666666666666,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7027,-712.2000000000004,10.066666666666666,1.9666666666666666,24,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7028,-439.5000000000001,5.916666666666667,1.5666666666666667,28,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed2/best_model.zip,7029,-421.4000000000002,5.683333333333334,1.5,26,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7000,-181.19999999999996,2.466666666666667,0.7666666666666667,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7001,-307.20000000000005,4.316666666666666,1.1,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7002,-314.8,4.266666666666667,1.1666666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7003,-289.9,4.0,0.9666666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7004,-763.1000000000003,10.266666666666667,2.683333333333333,23,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7005,-419.9,5.916666666666667,1.2666666666666666,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7006,-713.3000000000002,10.1,1.9166666666666667,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7007,-274.1,3.8666666666666667,0.9166666666666666,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7008,-283.1,3.95,1.0,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7009,-177.09999999999997,2.3666666666666667,0.7166666666666667,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7010,-327.8,4.5,1.1166666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7011,-186.79999999999998,2.6333333333333333,0.7,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7012,-679.9000000000003,9.15,2.3333333333333335,21,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7013,-297.0,4.1,1.0,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7014,-298.8,4.033333333333333,1.0833333333333333,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7015,-203.99999999999997,2.85,0.7666666666666667,14,60
