policy,kind,seed_label,scenario_seed,reward,waiting_mean,queue_mean,phase_switches,steps
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5003,-302.9,4.116666666666666,1.1666666666666667,17,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5004,-341.00000000000006,4.483333333333333,1.3166666666666667,19,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5005,-358.00000000000006,4.8,1.4,20,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5006,-304.9,4.266666666666667,1.0666666666666667,17,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5007,-186.89999999999998,2.5166666666666666,0.7666666666666667,17,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5008,-451.1000000000001,6.1,1.5833333333333333,21,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5009,-212.99999999999997,2.8666666666666667,0.8666666666666667,19,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5010,-239.89999999999995,3.3,0.8833333333333333,18,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5011,-311.0,4.2,1.1166666666666667,19,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5012,-685.1000000000001,9.15,2.4,22,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5013,-290.9,3.9833333333333334,1.0833333333333333,18,60
sueno,dream,models/checkpoints/controller/best_model_seed2.zip,5014,-214.99999999999997,3.033333333333333,0.85,19,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3000,-351.90000000000003,5.0,1.1,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3001,-495.3000000000002,7.016666666666667,1.45,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3002,-311.90000000000003,4.316666666666666,1.1,16,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3003,-716.7000000000003,9.716666666666667,2.3833333333333333,20,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3004,-438.10000000000014,6.116666666666666,1.3333333333333333,16,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3005,-720.6000000000003,9.966666666666667,2.283333333333333,19,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3006,-276.9,3.783333333333333,0.9833333333333333,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3007,-228.89999999999998,3.0833333333333335,0.9666666666666667,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3008,-214.99999999999997,2.9166666666666665,0.8,17,60
